"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","32RIADZIST2N9WM2IHQYWOHTBR3S48","A4JU6ZFL8C1VG","Approved","Thu Nov 14 11:08:15 PST 2019","Thu Nov 14 11:56:11 PST 2019","Sun Nov 17 11:56:11 PST 2019","Thu Nov 14 18:13:01 PST 2019","","","2876","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","32Q90QCQ1TJ7DF6N2ET9EO2A7MKKEP","AKSJ3C5O3V9RB","Approved","Thu Nov 14 11:09:53 PST 2019","Thu Nov 14 11:59:25 PST 2019","Sun Nov 17 11:59:25 PST 2019","Thu Nov 14 18:13:00 PST 2019","","","2972","100% (21/21)","100% (2/2)","100% (1/1)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3WLEIWSYHPFOG9TZ39VBZVDTI2R2H2","A1O0B8163G7W0N","Approved","Thu Nov 14 11:09:21 PST 2019","Thu Nov 14 12:00:01 PST 2019","Sun Nov 17 12:00:01 PST 2019","Thu Nov 14 18:13:06 PST 2019","","","3040","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","378XPAWRUDBDH7ZNM66B5PX6U3XIAH","A3GK90X2QOFR53","Approved","Thu Nov 14 11:08:20 PST 2019","Thu Nov 14 11:59:04 PST 2019","Sun Nov 17 11:59:04 PST 2019","Thu Nov 14 18:13:01 PST 2019","","","3044","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","354P56DE9L1KSJ4LKFO5Z0132TTS7S","AQORJW4W8U9YU","Approved","Thu Nov 14 11:08:18 PST 2019","Thu Nov 14 11:59:19 PST 2019","Sun Nov 17 11:59:19 PST 2019","Thu Nov 14 18:13:01 PST 2019","","","3061","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","308Q0PEVB9BZCOPIU0SB9UMMOLFI92","A2SO6K35NMGBB7","Approved","Thu Nov 14 11:08:17 PST 2019","Thu Nov 14 11:59:33 PST 2019","Sun Nov 17 11:59:33 PST 2019","Thu Nov 14 18:13:00 PST 2019","","","3076","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3HYA4D452SH42D2T8J7BWA1G2NDF2G","A17D6BK59S31BM","Approved","Thu Nov 14 11:08:20 PST 2019","Thu Nov 14 11:59:55 PST 2019","Sun Nov 17 11:59:55 PST 2019","Thu Nov 14 18:13:04 PST 2019","","","3095","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3Z4AIRP3C7BEDEBIP9DJXYRIEMVX18","A3CQDCNYJAX2X3","Approved","Thu Nov 14 11:08:15 PST 2019","Thu Nov 14 12:00:30 PST 2019","Sun Nov 17 12:00:30 PST 2019","Thu Nov 14 18:13:07 PST 2019","","","3135","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","33M4IA01QHZ26JAZN3SY3P9VIKPXR4","A4J4GGMKJ68L0","Approved","Thu Nov 14 11:08:49 PST 2019","Thu Nov 14 12:01:05 PST 2019","Sun Nov 17 12:01:05 PST 2019","Thu Nov 14 18:13:01 PST 2019","","","3136","100% (2/2)","100% (2/2)","100% (1/1)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3LOZAJ85YEBL2ZTE8DDX2H1N6S9X2P","A3RYI5HXC2MJLN","Approved","Thu Nov 14 11:08:16 PST 2019","Thu Nov 14 12:02:27 PST 2019","Sun Nov 17 12:02:27 PST 2019","Thu Nov 14 18:13:04 PST 2019","","","3251","100% (2/2)","100% (2/2)","100% (1/1)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","36V4Q8R5ZLYR06WVWH1PNIJSFU3MQ8","A3GZYWA9S6J0K9","Approved","Thu Nov 14 12:05:38 PST 2019","Thu Nov 14 12:59:53 PST 2019","Sun Nov 17 12:59:53 PST 2019","Thu Nov 14 18:13:01 PST 2019","","","3255","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3M23Y66PO351OJQG15JDTM177I9S6T","A24LC97AU3QC7G","Approved","Thu Nov 14 11:08:16 PST 2019","Thu Nov 14 12:06:01 PST 2019","Sun Nov 17 12:06:01 PST 2019","Thu Nov 14 18:13:04 PST 2019","","","3465","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3NJM2BJS4X4TR8JPJFSMKHO6GKDCPP","A2DNLHS1RSTF5R","Rejected","Thu Nov 14 11:08:17 PST 2019","Thu Nov 14 12:07:34 PST 2019","Sun Nov 17 12:07:34 PST 2019","","Thu Nov 14 16:52:51 PST 2019","You didn't put the correct completion code.","3557","0% (0/1)","0% (0/1)","0% (0/0)","A2DNLHS1RSTF5R"
